Age,Gender,MaritalStatus,DistanceFromHome,Attrition,BusinessTravel,Department,JobRole,JobLevel,Education,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,OverTime,Distance_Group,Age_Group,Hike_Group,JobSat_Label,Stock_Label,IncomeBand
30,Male,Married,29,No,Travel_Rarely,Sales,Sales Executive,3,4,Technical Degree,9250,12,1,9,3,4,2,1,3,3,3,2,3,3,2,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Medium,Low,High
35,Female,Divorced,2,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Life Sciences,2074,12,1,1,1,1,0,0,0,2,1,1,3,3,4,3,Yes,Close (0-5km),Mid Career (29-40),Standard (11-14%),Low,Low,Low
53,Female,Married,2,Yes,Travel_Rarely,Research & Development,Manufacturing Director,3,5,Technical Degree,10169,16,1,34,0,33,7,1,9,4,3,4,2,3,2,3,No,Close (0-5km),Experienced (41+),High (15-18%),Very High,Low,High
38,Male,Married,2,Yes,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Medical,4855,11,2,7,4,5,2,1,4,2,3,2,3,3,1,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Medium,Medium
32,Male,Married,1,No,Non-Travel,Research & Development,Research Scientist,2,4,Technical Degree,4087,14,1,9,4,6,5,1,2,3,4,1,3,3,2,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Low,Low,Medium
48,Female,Married,15,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Other,2367,12,1,10,8,8,2,7,6,3,3,1,3,3,4,2,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),Low,Low,Low
34,Male,Single,7,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Medical,2972,13,0,1,1,1,0,0,0,4,1,4,3,3,3,1,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,None,Low
55,Male,Married,26,No,Travel_Rarely,Sales,Manager,5,5,Marketing,19586,21,1,36,1,36,6,2,13,3,3,4,2,4,3,3,No,Far (16+ km),Experienced (41+),Top Tier (19-25%),Very High,Low,High
34,Male,Married,1,No,Travel_Rarely,Research & Development,Research Scientist,2,4,Life Sciences,5484,17,1,9,9,2,2,2,1,3,2,4,3,3,2,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Low,Medium
26,Female,Married,3,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2061,21,0,1,1,1,0,0,0,5,1,4,3,4,1,3,No,Close (0-5km),Early Career (18-28),Top Tier (19-25%),Very High,None,Low
38,Male,Married,14,No,Travel_Rarely,Sales,Sales Executive,2,3,Life Sciences,9924,11,1,10,0,9,8,7,7,3,3,2,3,3,4,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,Low,High
38,Female,Single,16,No,Travel_Rarely,Sales,Sales Executive,2,3,Life Sciences,4198,12,0,8,2,3,2,1,2,5,2,2,3,3,2,4,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Medium,None,Medium
36,Female,Single,1,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,6815,13,0,15,6,1,0,0,0,5,2,3,3,3,1,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,None,High
29,Male,Single,3,No,Travel_Rarely,Research & Development,Laboratory Technician,1,1,Medical,4723,18,0,10,1,10,9,1,5,3,2,1,3,3,4,3,Yes,Close (0-5km),Mid Career (29-40),High (15-18%),Low,None,Medium
35,Female,Single,10,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Medical,6142,16,0,10,3,5,2,0,4,4,1,3,3,3,3,3,Yes,Moderate (6-15km),Mid Career (29-40),High (15-18%),High,None,Medium
39,Male,Married,6,No,Travel_Rarely,Sales,Sales Executive,3,3,Medical,8237,11,1,11,2,7,6,7,6,3,4,3,4,3,1,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,High
29,Male,Divorced,2,No,Travel_Frequently,Research & Development,Healthcare Representative,2,1,Life Sciences,8853,19,1,6,1,6,4,1,3,0,1,4,3,3,4,4,No,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Very High,Low,High
50,Male,Married,9,No,Travel_Rarely,Sales,Manager,5,3,Marketing,19331,16,1,27,4,1,0,0,0,2,3,3,3,3,3,3,Yes,Moderate (6-15km),Experienced (41+),High (15-18%),High,Low,High
23,Male,Married,10,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Technical Degree,2073,16,1,4,2,2,2,2,2,2,4,3,4,3,4,3,No,Moderate (6-15km),Early Career (18-28),High (15-18%),High,Low,Low
36,Male,Married,6,No,Travel_Frequently,Research & Development,Laboratory Technician,2,4,Life Sciences,5562,13,1,9,3,3,2,0,2,3,1,1,4,3,4,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,Low,Medium
42,Male,Single,9,No,Travel_Rarely,Research & Development,Manager,5,2,Other,19613,22,0,24,8,1,0,0,1,2,4,4,2,4,4,3,No,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),Very High,None,High
35,Male,Married,28,No,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Life Sciences,3407,17,2,10,1,10,9,6,8,3,2,3,4,3,4,2,No,Far (16+ km),Mid Career (29-40),High (15-18%),High,Medium,Low
34,Male,Married,10,No,Travel_Frequently,Research & Development,Healthcare Representative,2,4,Technical Degree,5063,14,1,8,1,8,2,7,7,3,4,3,2,3,2,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Medium
40,Female,Married,14,No,Travel_Rarely,Sales,Sales Executive,2,2,Life Sciences,4639,15,1,5,1,5,4,1,2,2,4,1,3,3,3,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Low,Low,Medium
43,Male,Divorced,27,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Technical Degree,4876,12,1,8,5,6,4,0,2,0,4,2,4,3,3,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),Medium,Low,Medium
35,Male,Married,7,No,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Life Sciences,2690,18,1,1,1,1,0,0,1,5,3,4,2,3,4,2,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Very High,Low,Low
46,Male,Single,1,No,Travel_Rarely,Sales,Manager,4,4,Life Sciences,17567,15,0,27,1,26,0,0,12,5,4,1,4,3,2,1,No,Close (0-5km),Experienced (41+),High (15-18%),Low,None,High
28,Male,Married,24,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,2408,17,3,1,1,1,1,0,0,3,3,2,3,3,3,3,Yes,Far (16+ km),Early Career (18-28),High (15-18%),Medium,High,Low
22,Female,Married,26,No,Non-Travel,Research & Development,Research Scientist,1,2,Other,2814,14,0,4,1,4,2,1,3,2,2,3,2,3,2,2,Yes,Far (16+ km),Early Career (18-28),Standard (11-14%),High,None,Low
50,Male,Married,20,No,Travel_Frequently,Research & Development,Healthcare Representative,4,5,Medical,11245,15,1,32,2,30,8,12,13,3,2,3,3,3,3,3,Yes,Far (16+ km),Experienced (41+),High (15-18%),High,Low,High
32,Female,Married,5,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Other,3312,17,2,6,3,3,2,0,2,3,2,4,4,3,4,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Medium,Low
44,Female,Divorced,7,No,Travel_Rarely,Research & Development,Research Director,5,3,Medical,19049,14,1,23,0,22,7,1,10,4,2,4,3,3,4,2,Yes,Moderate (6-15km),Experienced (41+),Standard (11-14%),Very High,Low,High
30,Male,Married,7,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,2141,12,1,6,1,6,4,1,1,3,2,2,2,3,2,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,Low,Low
45,Female,Single,5,No,Travel_Rarely,Research & Development,Laboratory Technician,2,5,Medical,5769,14,0,10,1,10,7,1,4,3,3,1,1,3,1,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),Low,None,Medium
45,Male,Married,26,No,Non-Travel,Sales,Sales Executive,2,3,Marketing,4385,15,1,10,1,10,7,4,5,2,1,1,2,3,1,3,No,Far (16+ km),Experienced (41+),High (15-18%),Low,Low,Medium
31,Male,Single,2,No,Travel_Frequently,Sales,Sales Executive,2,4,Other,5332,13,0,10,7,5,2,0,3,3,4,1,3,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Low,None,Medium
36,Female,Married,12,No,Travel_Rarely,Research & Development,Manufacturing Director,2,4,Life Sciences,4663,12,2,7,9,3,2,1,1,2,3,3,3,3,2,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Medium,Medium
34,Male,Divorced,10,No,Travel_Frequently,Research & Development,Manufacturing Director,2,4,Life Sciences,4724,13,1,9,1,9,7,7,2,3,3,4,4,3,1,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
49,Female,Married,25,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,3211,14,1,10,1,9,6,1,4,3,3,1,3,3,4,2,No,Far (16+ km),Experienced (41+),Standard (11-14%),Low,Low,Low
39,Male,Married,10,No,Travel_Rarely,Research & Development,Manufacturing Director,2,5,Medical,5377,13,3,10,2,7,7,7,7,3,2,1,3,3,4,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,High,Medium
27,Male,Divorced,19,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Other,4066,11,2,7,1,7,7,0,7,3,4,1,2,3,1,3,No,Far (16+ km),Early Career (18-28),Standard (11-14%),Low,Medium,Medium
35,Male,Married,18,No,Travel_Rarely,Research & Development,Research Scientist,2,5,Life Sciences,5208,11,0,16,1,16,15,1,10,2,2,1,4,3,4,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Low,None,Medium
28,Female,Divorced,27,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Medical,4877,21,1,6,0,5,3,0,0,5,2,1,1,4,2,2,No,Far (16+ km),Early Career (18-28),Top Tier (19-25%),Low,Low,Medium
21,Male,Single,5,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Medical,3117,18,0,3,1,2,2,2,2,2,3,4,3,3,3,3,No,Close (0-5km),Early Career (18-28),High (15-18%),Very High,None,Low
18,Female,Single,3,Yes,Travel_Frequently,Sales,Sales Representative,1,2,Medical,1569,12,0,0,1,0,0,0,0,2,2,4,3,3,3,4,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Very High,None,Low
47,Female,Married,26,No,Travel_Rarely,Human Resources,Manager,5,4,Life Sciences,19658,11,1,27,3,5,2,1,0,2,4,3,3,3,3,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),High,Low,High
39,Male,Divorced,3,No,Travel_Rarely,Research & Development,Laboratory Technician,2,2,Medical,3069,15,1,11,0,10,8,0,7,3,3,3,2,3,4,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),High,Low,Low
40,Female,Married,15,No,Travel_Rarely,Research & Development,Manufacturing Director,3,3,Life Sciences,10435,13,2,18,1,18,15,14,12,2,1,3,2,3,4,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Medium,High
35,Female,Married,8,No,Non-Travel,Research & Development,Healthcare Representative,2,4,Life Sciences,4148,12,1,15,1,14,11,2,9,5,3,3,3,3,4,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Medium
37,Male,Married,19,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Life Sciences,5768,17,3,9,3,4,3,0,2,2,3,3,3,3,1,2,No,Far (16+ km),Mid Career (29-40),High (15-18%),High,High,Medium
39,Female,Single,4,No,Travel_Frequently,Research & Development,Manufacturing Director,2,3,Medical,5042,13,0,10,0,9,2,3,8,2,1,3,3,3,4,1,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,None,Medium
45,Female,Divorced,2,No,Travel_Rarely,Research & Development,Manufacturing Director,2,2,Other,5770,19,2,10,1,10,7,3,9,3,4,4,2,3,1,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Very High,Medium,Medium
38,Female,Married,2,No,Travel_Rarely,Research & Development,Manufacturing Director,3,2,Medical,7756,19,1,10,3,5,4,0,2,6,4,3,2,3,4,4,Yes,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),High,Low,High
35,Male,Married,10,Yes,Travel_Rarely,Sales,Sales Executive,3,3,Medical,10306,17,0,15,9,13,12,6,0,3,4,1,2,3,3,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Low,None,High
37,Female,Married,10,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,3936,11,1,8,1,8,4,7,7,2,2,2,3,3,1,1,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,Low,Medium
40,Female,Single,16,No,Travel_Rarely,Research & Development,Manufacturing Director,3,3,Life Sciences,7945,15,0,18,6,4,2,3,3,2,3,4,3,3,4,2,Yes,Far (16+ km),Mid Career (29-40),High (15-18%),Very High,None,High
44,Male,Married,1,No,Travel_Frequently,Human Resources,Human Resources,2,5,Human Resources,5743,11,0,14,4,10,7,0,2,3,1,4,3,3,3,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),Very High,None,Medium
48,Male,Married,4,No,Travel_Frequently,Research & Development,Manager,4,5,Medical,15202,25,1,23,2,2,2,2,2,3,3,4,2,4,2,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Very High,Low,High
35,Male,Divorced,15,Yes,Travel_Rarely,Sales,Sales Executive,2,2,Medical,5440,14,2,7,6,2,2,2,2,2,1,4,1,3,4,2,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Medium,Medium
24,Female,Single,2,No,Travel_Frequently,Research & Development,Research Scientist,1,1,Technical Degree,3760,13,0,6,1,6,3,1,3,2,1,4,3,3,3,3,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Very High,None,Medium
27,Female,Married,8,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,3517,17,0,5,7,3,2,0,2,0,2,3,4,3,1,3,No,Moderate (6-15km),Early Career (18-28),High (15-18%),High,None,Low
27,Male,Single,2,No,Travel_Frequently,Research & Development,Research Scientist,1,3,Medical,2580,13,0,6,2,4,2,1,2,0,4,4,3,3,3,2,No,Close (0-5km),Early Career (18-28),Standard (11-14%),Very High,None,Low
40,Male,Single,7,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Life Sciences,2166,14,0,10,3,4,2,0,3,3,1,1,3,3,2,1,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,None,Low
29,Male,Single,10,No,Travel_Rarely,Sales,Sales Executive,2,3,Medical,5869,11,0,8,9,5,2,1,4,2,3,3,2,3,3,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,None,Medium
36,Female,Married,5,No,Travel_Rarely,Research & Development,Healthcare Representative,3,4,Life Sciences,8008,12,2,9,4,3,2,0,2,6,2,1,3,3,3,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Low,Medium,High
25,Male,Divorced,2,No,Travel_Frequently,Research & Development,Manufacturing Director,2,1,Life Sciences,5206,17,2,7,1,7,7,0,7,6,4,3,4,3,3,3,No,Close (0-5km),Early Career (18-28),High (15-18%),High,Medium,Medium
39,Male,Married,12,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Medical,5295,21,0,7,4,5,4,1,0,3,4,2,3,4,3,3,No,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),Medium,None,Medium
49,Female,Married,22,No,Travel_Rarely,Research & Development,Research Director,4,4,Other,16413,16,2,27,3,4,2,1,2,2,1,2,3,3,2,3,No,Far (16+ km),Experienced (41+),High (15-18%),Medium,Medium,High
50,Female,Divorced,17,No,Travel_Rarely,Research & Development,Research Director,3,5,Life Sciences,13269,15,3,19,5,14,11,1,11,3,4,1,2,3,3,3,No,Far (16+ km),Experienced (41+),High (15-18%),Low,High,High
20,Female,Single,2,No,Travel_Rarely,Sales,Sales Representative,1,3,Medical,2783,19,0,2,1,2,2,2,2,3,3,3,3,3,1,3,No,Close (0-5km),Early Career (18-28),Top Tier (19-25%),High,None,Low
34,Female,Divorced,3,No,Travel_Rarely,Research & Development,Research Scientist,2,3,Life Sciences,5433,12,1,11,1,11,8,7,9,2,4,2,3,3,3,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Low,Medium
36,Male,Single,7,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Life Sciences,2013,11,0,15,2,4,3,1,3,4,1,2,3,3,3,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,None,Low
49,Female,Married,6,No,Travel_Rarely,Research & Development,Healthcare Representative,4,1,Life Sciences,13966,19,1,30,2,15,11,2,12,3,3,3,2,3,2,3,Yes,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),High,Low,High
36,Female,Married,1,No,Non-Travel,Research & Development,Manufacturing Director,2,4,Medical,4374,15,0,4,0,3,2,1,2,6,4,3,2,3,3,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),High,None,Medium
36,Male,Divorced,3,No,Travel_Rarely,Research & Development,Healthcare Representative,2,2,Life Sciences,6842,20,1,13,6,5,4,0,4,3,4,1,4,4,1,3,No,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Low,Low,High
54,Female,Married,22,No,Travel_Rarely,Research & Development,Manager,4,5,Medical,17426,25,1,36,3,10,8,4,7,6,2,3,3,4,3,3,No,Far (16+ km),Experienced (41+),Top Tier (19-25%),High,Low,High
43,Male,Married,15,No,Travel_Rarely,Research & Development,Research Director,4,2,Life Sciences,17603,24,1,14,1,14,10,6,11,3,3,3,2,4,1,3,No,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),High,Low,High
35,Male,Single,12,Yes,Travel_Frequently,Sales,Sales Executive,2,4,Other,4581,24,0,13,3,11,9,6,7,2,4,4,3,4,1,4,Yes,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),Very High,None,Medium
38,Male,Married,1,No,Travel_Frequently,Research & Development,Research Scientist,2,3,Life Sciences,4735,15,2,19,7,13,11,2,9,4,4,4,3,3,4,4,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Medium,Medium
29,Male,Divorced,5,No,Travel_Rarely,Sales,Sales Executive,2,3,Medical,4187,13,1,10,1,10,0,0,9,3,1,2,2,3,2,2,Yes,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Low,Medium
33,Male,Divorced,2,No,Travel_Rarely,Sales,Sales Executive,2,4,Medical,5505,14,2,6,1,6,2,0,4,5,4,4,3,3,3,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Medium,Medium
32,Male,Divorced,2,No,Travel_Rarely,Research & Development,Research Scientist,2,3,Medical,5470,13,2,10,0,9,5,1,6,4,4,2,3,3,3,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Medium,Medium
31,Female,Married,5,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,5476,11,2,10,1,10,0,0,2,2,1,4,3,3,1,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Medium,Medium
49,Female,Divorced,16,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,2587,16,1,17,4,2,2,2,2,2,4,1,3,3,2,2,Yes,Far (16+ km),Experienced (41+),High (15-18%),Low,Low,Low
38,Female,Single,2,No,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Medical,2440,22,0,4,1,4,3,3,3,3,4,2,2,4,2,3,No,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Medium,None,Low
47,Female,Divorced,2,No,Travel_Rarely,Sales,Manager,4,4,Life Sciences,15972,14,3,29,6,3,2,1,2,2,2,2,4,3,3,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),Medium,High,High
49,Male,Single,1,No,Travel_Rarely,Research & Development,Manager,4,3,Life Sciences,15379,14,0,23,4,8,7,0,0,2,3,3,3,3,1,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),High,None,High
41,Male,Single,23,No,Travel_Rarely,Sales,Sales Executive,3,2,Life Sciences,7082,16,0,21,3,2,0,0,2,2,4,3,3,3,4,3,Yes,Far (16+ km),Experienced (41+),High (15-18%),High,None,High
20,Male,Single,9,No,Travel_Rarely,Sales,Sales Representative,1,1,Life Sciences,2728,11,0,2,1,2,2,0,2,3,4,1,3,3,1,3,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),Low,None,Low
33,Female,Divorced,16,No,Non-Travel,Sales,Sales Executive,2,3,Life Sciences,5368,25,1,7,1,6,5,1,2,2,3,4,3,4,3,3,Yes,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Very High,Low,Medium
36,Male,Married,26,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Life Sciences,5347,14,2,10,6,3,2,0,2,2,1,3,3,3,2,2,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),High,Medium,Medium
44,Female,Divorced,1,No,Travel_Rarely,Human Resources,Human Resources,1,3,Life Sciences,3195,18,3,8,4,2,2,2,2,2,3,4,3,3,1,3,Yes,Close (0-5km),Experienced (41+),High (15-18%),Very High,High,Low
23,Male,Single,8,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,1,Medical,3989,11,0,5,1,5,4,1,2,2,4,3,2,3,1,3,Yes,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,None,Medium
38,Female,Married,4,No,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Medical,3306,19,1,7,7,0,0,0,0,5,4,3,3,3,4,2,No,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),High,Low,Low
53,Male,Married,24,No,Travel_Rarely,Research & Development,Healthcare Representative,3,4,Medical,7005,15,0,11,3,4,3,1,2,2,2,4,4,3,3,3,No,Far (16+ km),Experienced (41+),High (15-18%),Very High,None,High
48,Female,Married,7,Yes,Travel_Frequently,Sales,Sales Representative,1,2,Medical,2655,11,2,19,2,9,7,7,7,3,4,3,3,3,3,3,Yes,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,Medium,Low
32,Male,Single,2,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,1393,12,0,1,1,1,0,0,0,2,4,2,3,3,1,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,None,Low
26,Male,Single,7,No,Non-Travel,Research & Development,Laboratory Technician,1,3,Medical,2570,20,0,7,1,7,7,5,7,5,4,4,3,4,3,3,No,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Very High,None,Low
55,Male,Divorced,22,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Technical Degree,3537,12,1,8,5,4,2,1,2,1,1,2,2,3,4,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),Medium,Low,Low
34,Male,Married,5,No,Travel_Rarely,Research & Development,Laboratory Technician,2,2,Medical,3986,14,1,15,1,15,10,4,13,3,2,4,2,3,3,4,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
60,Male,Divorced,1,No,Travel_Rarely,Research & Development,Healthcare Representative,3,4,Medical,10883,20,1,19,3,1,0,0,0,2,3,4,1,4,3,4,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Very High,Low,High
33,Male,Married,21,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,2028,18,3,14,1,14,11,2,13,6,2,2,4,3,4,3,No,Far (16+ km),Mid Career (29-40),High (15-18%),Medium,High,Low
37,Male,Divorced,1,No,Travel_Frequently,Sales,Sales Executive,2,4,Medical,9525,14,2,6,1,6,3,1,3,2,3,4,1,3,3,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Medium,High
34,Female,Married,19,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2929,12,0,10,1,10,9,8,7,3,2,4,2,3,2,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,None,Low
23,Male,Divorced,7,Yes,Travel_Rarely,Sales,Sales Representative,1,3,Life Sciences,2275,21,1,3,1,3,2,0,2,2,3,4,3,4,2,3,Yes,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Very High,Low,Low
44,Female,Married,2,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Life Sciences,7879,19,1,9,1,8,7,6,7,2,3,4,4,3,2,3,Yes,Close (0-5km),Experienced (41+),Top Tier (19-25%),Very High,Low,High
35,Male,Single,2,No,Travel_Frequently,Research & Development,Research Scientist,1,4,Medical,4930,14,0,6,0,5,4,1,4,2,1,4,2,3,3,4,Yes,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,None,Medium
43,Male,Married,2,No,Travel_Rarely,Sales,Sales Executive,2,3,Medical,7847,17,1,10,1,10,9,8,8,3,4,4,3,3,1,3,Yes,Close (0-5km),Experienced (41+),High (15-18%),Very High,Low,High
24,Male,Married,9,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,4401,16,1,5,1,5,3,0,4,1,3,3,4,3,4,3,No,Moderate (6-15km),Early Career (18-28),High (15-18%),High,Low,Medium
41,Male,Single,6,No,Travel_Rarely,Sales,Sales Executive,3,3,Marketing,9241,12,0,10,1,10,8,8,7,3,4,3,3,3,2,3,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,None,High
29,Female,Married,9,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,2974,17,1,9,9,5,3,1,2,2,4,3,3,3,3,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),High,Low,Low
36,Female,Single,2,No,Travel_Rarely,Sales,Sales Representative,2,4,Life Sciences,4502,15,0,17,3,13,7,6,7,2,3,4,3,3,3,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,None,Medium
45,Male,Married,1,No,Non-Travel,Research & Development,Healthcare Representative,3,1,Life Sciences,10748,23,1,25,3,23,15,14,4,3,3,3,2,4,4,2,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),High,Low,High
24,Male,Married,22,Yes,Travel_Rarely,Human Resources,Human Resources,1,1,Human Resources,1555,11,1,1,1,1,0,0,0,2,4,3,1,3,3,3,No,Far (16+ km),Early Career (18-28),Standard (11-14%),High,Low,Low
47,Male,Married,9,Yes,Travel_Frequently,Sales,Sales Executive,4,3,Life Sciences,12936,11,0,25,7,23,5,14,10,3,3,3,1,3,3,1,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,None,High
26,Male,Married,17,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,2305,15,3,3,1,3,2,0,2,3,4,3,1,3,3,4,No,Far (16+ km),Early Career (18-28),High (15-18%),High,High,Low
45,Female,Single,28,No,Travel_Rarely,Research & Development,Research Director,4,2,Technical Degree,16704,11,0,21,1,21,6,8,6,2,4,2,2,3,3,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),Medium,None,High
32,Male,Married,10,No,Travel_Frequently,Research & Development,Research Scientist,1,3,Life Sciences,3433,13,1,10,6,5,2,1,3,3,1,3,3,3,1,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Low
31,Male,Married,2,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,3477,14,1,6,1,5,2,0,3,2,2,3,3,3,4,4,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,Low,Low
